Title,Director,Genre,Cast
Pacific Rim: Uprising,Steven S. DeKnight,Action Fantasy Science Fiction Adventure,John Boyega Scott Eastwood Cailee Spaeny
Isle of Dogs,Wes Anderson,Adventure Comedy Animation,Bryan Cranston Koyu Rankin Bob Balaban
Sherlock Gnomes,John Stevenson,Animation Family Fantasy Comedy Adventure Mystery,Johnny Depp Emily Blunt James McAvoy
Unsane,Steven Soderbergh,Horror Thriller,Claire Foy Joshua Leonard Jay Pharoah
"Paul, Apostle of Christ",Andrew Hyatt,Drama History,Jim Caviezel James Faulkner Olivier Martinez
Final Portrait,Stanley Tucci,Drama History,Geoffrey Rush Armie Hammer Clémence Poésy
Midnight Sun,Scott Speer,Romance Drama,Bella Thorne Patrick Schwarzenegger Rob Riggle
Followers,Ryan Justice,Thriller,Amanda Delaney Justin Maina Sean Michael Gloria
Ready Player One,Steven Spielberg,Science Fiction Adventure Action,Tye Sheridan Olivia Cooke Ben Mendelsohn
Tyler Perry's Acrimony,Tyler Perry,Thriller,Taraji P. Henson Danielle Nicolet Ajiona Alexus
God's Not Dead: A Light in Darkness,Michael Mason,Drama,David A.R. White Jennifer Taylor Tatum O'Neal
Gemini,Ang Lee,Science Fiction Action Thriller,Will Smith Mary Elizabeth Winstead Clive Owen
The Last Movie Star,Adam Rifkin,Drama,Burt Reynolds Ariel Winter Chevy Chase
A Quiet Place,John Krasinski,Science Fiction Thriller Horror,Emily Blunt Cillian Murphy Millicent Simmonds
Blockers,J.B. Rogers,Comedy,Leslie Mann John Cena Ike Barinholtz
You Were Never Really Here,Lynne Ramsay,Thriller Drama Crime,Joaquin Phoenix Judith Roberts Ekaterina Samsonov
Chappaquiddick,John Curran,History Drama Thriller,Jason Clarke Kate Mara Ed Helms
Pandas,David Douglas,Documentary,Kristen Bell Wen Lei Bi Rong Hou
Lean on Pete,Ime Etuk,Drama Adventure,Charlie Plummer Steve Zahn Steve Buscemi
The Miracle Season,Sean McNamara,Drama,Erin Moriarty Danika Yarosh Helen Hunt
Beirut,Brad Anderson,Action Thriller Drama,Jon Hamm Rosamund Pike Shea Whigham
Rampage,Paul Jennings,Action,Dwayne Johnson Naomie Harris Malin Åkerman
Truth or Dare,Jeff Wadlow,Thriller Horror,Lucy Hale Violett Beane Hayden Szeto
The Rider,Chloé Zhao,Western Drama,Brady Jandreau Tim Jandreau Lilly Jandreau
Sgt. Stubby: An American Hero,Richard Lanni,Animation Adventure Family History War,Logan Lerman Helena Bonham Carter Gérard Depardieu
I Feel Pretty,Abby Kohn,Comedy Romance,Amy Schumer Michelle Williams Tom Hopper
Super Troopers 2,Jay Chandrasekhar,Comedy Crime Mystery,Kevin Heffernan Steve Lemme Erik Stolhanske
Traffik,Deon Taylor,Horror Thriller,Paula Patton Omar Epps Missi Pyle
The House of Tomorrow,Peter Livolsi,Drama Comedy,Alex Wolff Maude Apatow Ellen Burstyn
Liz and the Blue Bird,Yasuhiro Takemoto,Animation Drama Music,Atsumi Tanezaki Nao Toyama Ayaka Asai
Avengers: Infinity War,Anthony Russo,Adventure Action Science Fiction,Robert Downey Jr. Chris Hemsworth Mark Ruffalo
Disobedience,Sebastián Lelio,Drama Romance,Rachel Weisz Rachel McAdams Alessandro Nivola
Backstabbing for Beginners,Per Fly,Thriller Drama History,Theo James Jacqueline Bisset Ben Kingsley
Kings,Ridley Scott,Adventure Drama Action,Christian Bale Joel Edgerton John Turturro
Overboard,Rob Greenberg,Romance Comedy,Anna Faris Eugenio Derbez Eva Longoria
Tully,Jason Reitman,Comedy Drama,Charlize Theron Mackenzie Davis Ron Livingston
Bad Samaritan,Dean Devlin,Thriller Crime Horror,David Tennant Robert Sheehan Kerry Condon
The Cleanse,Bobby Miller,Drama Comedy Fantasy,Johnny Galecki Anna Friel Anjelica Huston
The Guardians,Peter Ramsey,Family Animation Fantasy Action Adventure,Chris Pine Alec Baldwin Jude Law
Life of the Party,Ben Falcone,Comedy,Melissa McCarthy Molly Gordon Gillian Jacobs
Breaking In,Aldric La'Auli Porter,Thriller Crime Action Horror,Gabrielle Union Billy Burke Richard Cabral
The Seagull,Michael Mayer,Drama Romance Comedy,Annette Bening Saoirse Ronan Corey Stoll
Terminal,Irene Chawko,Crime Drama Thriller,Margot Robbie Simon Pegg Dexter Fletcher
Revenge,Coralie Fargeat,Action Thriller Horror,Matilda Anna Ingrid Lutz Kevin Janssens Vincent Colombe
Deadpool 2,David Leitch,Action Comedy Adventure,Ryan Reynolds Josh Brolin Morena Baccarin
Book Club,Bill Holderman,Comedy Romance Drama,Diane Keaton Jane Fonda Candice Bergen
First Reformed,Paul Schrader,Drama,Ethan Hawke Amanda Seyfried Cedric the Entertainer
Pope Francis: A Man of His Word,Wim Wenders,Documentary,Pope Francis Ignazio Oliva Sister María Eufemia Goycoechea
Show Dogs,Raja Gosnell,Adventure Crime Family Comedy,Will Arnett Ludacris Natasha Lyonne
Solo: A Star Wars Story,Ron Howard,Science Fiction Adventure Action,Alden Ehrenreich Joonas Suotamo Woody Harrelson
How to Talk to Girls at Parties,John Cameron Mitchell,Comedy Music Romance Science Fiction,Elle Fanning Alex Sharp Nicole Kidman
In Darkness,Michael Mason,Drama,David A.R. White Jennifer Taylor Tatum O'Neal
The Misandrists,Bruce LaBruce,Drama,Susanne Sachße Viva Ruiz Kembra Pfahler
Future World,James Franco,Science Fiction,James Franco Suki Waterhouse Jeffrey Wahlberg
Action Point,Tim Kirkby,Comedy Drama,Johnny Knoxville Chris Pontius Eleanor Worthington-Cox
Adrift,Steve Danton,Thriller Romance Adventure,Shailene Woodley Sam Claflin Jeffrey Thomas
Upgrade,Leigh Whannell,Action Thriller Science Fiction,Logan Marshall-Green Betty Gabriel Harrison Gilbertson
American Animals,Bart Layton,Drama Crime Documentary,Evan Peters Barry Keoghan Blake Jenner
Social Animals,Theresa Bennett,Comedy Romance,Noël Wells Josh Radnor Carly Chaikin
Ocean's 8,Gary Ross,Crime Comedy Action,Cate Blanchett Sandra Bullock Anne Hathaway
Won't You Be My Neighbor?,Morgan Neville,Documentary,Fred Rogers François Scarborough Clemmons Joe Negri
Hereditary,Ari Aster,Horror Mystery Thriller,Toni Collette Alex Wolff Gabriel Byrne
Hotel Artemis,Drew Pearce,Thriller Science Fiction Action,Jodie Foster Sterling K. Brown Sofia Boutella
Superfly,Lori Grabowski,Action Crime,Trevor Jackson Jason Mitchell Michael Kenneth Williams
Incredibles 2,Gregg Olsson,Action Adventure Animation Family,Craig T. Nelson Holly Hunter Sarah Vowell
Tag,Jeff Tomsic,Comedy Action,Jeremy Renner Ed Helms Jake Johnson
On Chesil Beach,Dominic Cooke,Drama Romance,Saoirse Ronan Billy Howle Anne-Marie Duff
Gotti,Kevin Connolly,Crime Drama History Thriller,John Travolta Spencer Lofranco Kelly Preston
Jurassic World: Fallen Kingdom,J. A. Bayona,Action Adventure Science Fiction,Chris Pratt Bryce Dallas Howard Rafe Spall
Boundaries,Shana Feste,Comedy Drama,Vera Farmiga Christopher Plummer Lewis MacDougall
Damsel,Nathan Zellner,Comedy Western,Robert Pattinson Mia Wasikowska David Zellner
The Domestics,Mike P. Nelson,Thriller Horror,Kate Bosworth Tyler Hoechlin Sonoya Mizuno
Sicario: Day of the Soldado,Stefano Sollima,Action Crime Drama Thriller,Benicio del Toro Josh Brolin Isabela Merced
Leave No Trace,Debra Granik,Drama,Thomasin McKenzie Ben Foster Jeff Kober
Uncle Drew,Charles Stone III,Comedy,Kyrie Irving Lil Rel Howery Shaquille O'Neal
Woman Walks Ahead,Susanna White,Drama History Western,Jessica Chastain Michael Greyeyes Sam Rockwell
The First Purge,Jenna Dayton,Horror Action Thriller,Marisa Tomei Patch Darragh Kristen Solis
Ant-Man and the Wasp,Peyton Reed,Action Adventure Science Fiction,Paul Rudd Evangeline Lilly Michael Peña
Sorry to Bother You,Boots Riley,Fantasy Science Fiction Comedy,Lakeith Stanfield Tessa Thompson Jermaine Fowler
Whitney,Kevin Macdonald,Music Documentary,Whitney Houston Bobby Brown Cissy Houston
Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,Family Fantasy Comedy Animation,Adam Sandler Andy Samberg Selena Gomez
Skyscraper,Rawson Marshall Thurber,Action Thriller,Dwayne Johnson Neve Campbell Chin Han
Eighth Grade,Bo Burnham,Comedy Drama,Elsie Fisher Josh Hamilton Emily Robinson
"Don't Worry, He Won't Get Far on Foot",Gus Van Sant,Comedy Drama,Joaquin Phoenix Jonah Hill Rooney Mara
Shock and Awe,Rob Reiner,Drama History Thriller,James Marsden Woody Harrelson Jessica Biel
Mamma Mia! Here We Go Again,Ol Parker,Comedy Romance,Amanda Seyfried Andy García Celia Imrie
The Equalizer 2,Antoine Fuqua,Action Thriller Crime,Denzel Washington Pedro Pascal Ashton Sanders
Blindspotting,L. La Mar Stewart,Comedy Drama,Daveed Diggs Rafael Casal Janina Gavankar
Unfriended: Dark Web,Stephen Susco,Horror Thriller Mystery,Colin Woodell Betty Gabriel Rebecca Rittenhouse
Bleach,Noriyuki Abe,Action Animation Fantasy Adventure,Masakazu Morita Fumiko Orikasa Noriaki Sugiyama
Gauguin – Voyage de Tahiti,Édouard Deluc,Drama Romance,Vincent Cassel Tuheï Adams Malik Zidi
Mission: Impossible – Fallout,Christopher McQuarrie,Action Adventure,Tom Cruise Henry Cavill Ving Rhames
Teen Titans Go! To the Movies,Aaron Horvath,Animation Action Comedy Science Fiction,Michael Bolton Scott Menville Khary Payton
Detective Dee: The Four Heavenly Kings,Tsui Hark,Mystery Fantasy Adventure Action,Mark Chao William Feng Carina Lau
Hot Summer Nights,Elijah Bynum,Drama Comedy,Timothée Chalamet Maika Monroe Alex Roe
Puzzle,Marc Turtletaub,Drama,Kelly Macdonald Irrfan Khan David Denman
Extinction,Ben Young,Action Drama Science Fiction Thriller,Michael Peña Lizzy Caplan Israel Broussard
Christopher Robin,Marc Forster,Adventure Comedy Family Fantasy,Ewan McGregor Hayley Atwell Bronte Carmichael
The Darkest Minds,Jack Gill,Science Fiction Action Drama Romance Adventure Thriller,Amandla Stenberg Harris Dickinson Patrick Gibson
The Spy Who Dumped Me,Artist W. Robinson,Action Comedy,Mila Kunis Kate McKinnon Justin Theroux
The Miseducation of Cameron Post,Desiree Akhavan,Drama,Chloë Grace Moretz John Gallagher Jr. Sasha Lane
Never Goin' Back,Augustine Frizzell,Comedy,Maia Mitchell Camila Morrone Kyle Mooney
Dog Days,Ken Marino,Romance Comedy Drama,Nina Dobrev Vanessa Hudgens Adam Pally
The Meg,Jon Turteltaub,Action Science Fiction Horror,Jason Statham Li Bingbing Rainn Wilson
BlacKkKlansman,Spike Lee,Comedy Crime Drama History,John David Washington Adam Driver Topher Grace
Slender Man,Sylvain White,Horror Mystery Thriller,Joey King Javier Botet Julia Goldani Telles
A Prayer Before Dawn,Jean-Stéphane Sauvaire,Drama Action Crime,Joe Cole Vithaya Pansringarm Pornchanok Mabklang
Crazy Rich Asians,Mike Topoozian,Comedy Drama Romance,Constance Wu Henry Golding Michelle Yeoh
Alpha,Albert Hughes,Adventure Drama,Kodi Smit-McPhee Jóhannes Haukur Jóhannesson Marcin Kowalczyk
Mile 22,Peter Berg,Action Thriller,Mark Wahlberg Lauren Cohan Iko Uwais
The Wife,David Gilchrist,Drama,Glenn Close Jonathan Pryce Christian Slater
Billionaire Boys Club,James Cox,Drama Thriller,Ansel Elgort Kevin Spacey Taron Egerton
"Juliet, Naked",Jesse Peretz,Comedy Drama Romance,Rose Byrne Ethan Hawke Chris O'Dowd
Down a Dark Hall,Rodrigo Cortés,Thriller Drama Fantasy Horror,AnnaSophia Robb Uma Thurman Isabelle Fuhrman
To All the Boys I've Loved Before,Susan Johnson,Comedy Romance,Lana Condor Noah Centineo Janel Parrish
The Happytime Murders,Daniel Silverberg,Action Comedy Crime,Melissa McCarthy Bill Barretta Elizabeth Banks
Searching,Shawn Tira,Thriller Mystery Drama,John Cho Michelle La Debra Messing
Papillon,Sean Guest,Drama History Crime,Charlie Hunnam Rami Malek Christopher Fairbank
A.X.L.,James McQuaide,Science Fiction Action Adventure Family,Alex Neustaedter Becky G Alex MacNicoll
Operation Finale,Chris Weitz,Drama History Thriller,Oscar Isaac Ben Kingsley Mélanie Laurent
Kin,Türkan Derya,Thriller,Yılmaz Erdoğan Ahmet Mümtaz Taylan Cem Yiğit Üzümoğlu
The Little Stranger,Lenny Abrahamson,Mystery Drama Horror History,Domhnall Gleeson Ruth Wilson Will Poulter
Destination Wedding,Victor Levin,Romance Comedy Drama,Winona Ryder Keanu Reeves DJ Dallenbach
The Nun,Corin Hardy,Horror Mystery Thriller,Demián Bichir Taissa Farmiga Jonas Bloquet
Peppermint,Pierre Morel,Action Thriller,Jennifer Garner John Gallagher Jr. John Ortiz
The Predator,Shane Black,Science Fiction Action Adventure Comedy,Boyd Holbrook Trevante Rhodes Sterling K. Brown
White Boy Rick,Yann Demange,Crime Drama,Richie Merritt Matthew McConaughey Jennifer Jason Leigh
A Simple Favor,Paul Feig,Crime Thriller Mystery Comedy,Anna Kendrick Blake Lively Henry Golding
The Children Act,Richard Eyre,Drama,Emma Thompson Fionn Whitehead Stanley Tucci
Lizzie,Craig Macneill,Crime Drama Thriller,Chloë Sevigny Kristen Stewart Jamey Sheridan
Unbroken: Path to Redemption,Harold Cronk,Drama,Samuel Hunt Merritt Patterson Bob Gunton
Hell House LLC II: The Abaddon Hotel,Stephen Cognetti,Horror,Vasile Flutur Jillian Geurts Joy Shatz
The House with a Clock in Its Walls,Aldric La'Auli Porter,Fantasy Family Comedy Horror,Jack Black Cate Blanchett Owen Vaccaro
Life Itself,Dan Fogelman,Drama Romance,Oscar Isaac Olivia Wilde Annette Bening
The Sisters Brothers,Jacques Audiard,Western Drama Adventure,John C. Reilly Joaquin Phoenix Jake Gyllenhaal
Assassination Nation,Sam Levinson,Thriller Horror Comedy,Odessa Young Hari Nef Abra
Colette,Wash Westmoreland,Drama History,Keira Knightley Dominic West Denise Gough
Fahrenheit 11/9,Michael Moore,Documentary,Gwen Stefani Alexandria Ocasio-Cortez Bernie Sanders
My Son,Christian Carion,Crime Drama Mystery,James McAvoy Claire Foy Tom Cullen
"Love, Gilda",Lisa D’Apolito,Documentary,Gilda Radner Chevy Chase Amy Poehler
My Hero Academia: Two Heroes,Tooru Yoshida,Animation Action Adventure Fantasy,Daiki Yamashita Kenta Miyake Mirai Shida
Smallfoot,Karey Kirkpatrick,Family Animation Adventure Fantasy,Channing Tatum James Corden Zendaya
Night School,Malcolm D. Lee,Comedy,Kevin Hart Tiffany Haddish Rob Riggle
The Old Man & the Gun,David Lowery,Comedy Crime Drama,Robert Redford Sissy Spacek Casey Affleck
Hell Fest,Gregory Plotkin,Horror,Amy Forsyth Reign Edwards Bex Taylor-Klaus
Power of the Air,Dave Christiano,unknown,Nicholas X. Parsons Patty Duke Michael Gross
Venom,K.C. Hodenfield,Science Fiction Action,Tom Hardy Michelle Williams Riz Ahmed
A Star Is Born,Bradley Cooper,Drama Romance,Bradley Cooper Lady Gaga Sam Elliott
The Hate U Give,"George Tillman, Jr.",Crime Drama,Amandla Stenberg Regina Hall Russell Hornsby
The Great Buster: A Celebration,Peter Bogdanovich,Documentary,Buster Keaton James Karen Dick Van Dyke
The Happy Prince,Rupert Everett,Drama,Rupert Everett Colin Firth Emily Watson
First Man,Damien Chazelle,History Drama,Ryan Gosling Claire Foy Jason Clarke
Bad Times at the El Royale,Drew Goddard,Thriller Drama Mystery Crime,Jeff Bridges Cynthia Erivo Dakota Johnson
Goosebumps 2: Haunted Halloween,Timothy M. Bourne,Adventure Comedy Fantasy Family Horror,Jeremy Ray Taylor Madison Iseman Caleel Harris
Beautiful Boy,George Bamber,Drama,Steve Carell Timothée Chalamet Maura Tierney
The Oath,Ike Barinholtz,Comedy,Ike Barinholtz Tiffany Haddish Billy Magnussen
Gosnell: The Trial of America's Biggest Serial Killer,Nick Searcy,Drama Crime,Dean Cain Nick Searcy Earl Billings
After Everything,Hannah Marks,Comedy Drama Romance,Jeremy Allen White Maika Monroe Gina Gershon
Halloween,David Gordon Green,Horror Thriller,Jamie Lee Curtis Judy Greer Andi Matichak
Can You Ever Forgive Me?,Marielle Heller,Drama Crime Comedy,Melissa McCarthy Richard E. Grant Dolly Wells
Mid90s,Jonah Hill,Drama Comedy,Sunny Suljic Katherine Waterston Lucas Hedges
Wildlife,Paul Dano,Drama,Jake Gyllenhaal Carey Mulligan Ed Oxenbould
What They Had,Elizabeth Chomko,Drama,Hilary Swank Michael Shannon Robert Forster
Hunter Killer,Donovan Marsh,Action Thriller,Gerard Butler Gary Oldman Toby Stephens
Johnny English Strikes Again,Vic Armstrong,Action Adventure Comedy,Rowan Atkinson Emma Thompson Olga Kurylenko
Suspiria,Luca Guadagnino,Horror Thriller,Dakota Johnson Tilda Swinton Mia Goth
Indivisible,David G. Evans,Drama War,Justin Bruening Sarah Drew Jason George
Bullitt County,David McCracken,Action Drama Thriller,Mike C. Nelson Jenni Melear Napoleon Ryan
Bohemian Rhapsody,Bryan Singer,Music Drama History,Rami Malek Gwilym Lee Ben Hardy
The Nutcracker and the Four Realms,Joe Johnston,Fantasy Adventure Family,Morgan Freeman Mackenzie Foy Keira Knightley
Nobody's Fool,Tyler Perry,Comedy Romance,Tiffany Haddish Tika Sumpter Omari Hardwick
Boy Erased,Joel Edgerton,Drama,Lucas Hedges Nicole Kidman Russell Crowe
A Private War,Matthew Heineman,War Drama,Rosamund Pike Jamie Dornan Tom Hollander
Bodied,Joseph Kahn,Drama Comedy Music,Debra Wilson Anthony Michael Hall Simon Rex
The Front Runner,Jason Reitman,Drama History,Hugh Jackman Vera Farmiga J.K. Simmons
The Grinch,Scott Mosier,Animation Family Comedy Fantasy,Benedict Cumberbatch Rashida Jones Kenan Thompson
The Girl in the Spider's Web,Alex Oakley,Action Crime Thriller Drama,Claire Foy Beau Gadsdon Sverrir Gudnason
Overlord,Mark Hopkins,Horror War Science Fiction,Jovan Adepo Wyatt Russell Pilou Asbæk
The Ballad of Buster Scruggs,Joel Coen,Comedy Drama Western,Tim Blake Nelson James Franco Zoe Kazan
Lazer Team 2,Matt Hullum,Science Fiction Action Adventure Comedy,Burnie Burns Gavin Free Michael Jones
Conundrum: Secrets Among Friends,Josh Webber,Drama Thriller,Cameron Bright Paula Jai Parker Parker McKenna Posey
Fantastic Beasts: The Crimes of Grindelwald,David Yates,Adventure Fantasy Drama,Eddie Redmayne Katherine Waterston Dan Fogler
Widows,Steve McQueen,Crime Thriller,Viola Davis Michelle Rodriguez Elizabeth Debicki
Instant Family,Daniel Silverberg,Comedy Drama,Mark Wahlberg Rose Byrne Allyn Rachel
Ralph Breaks the Internet,Rich Moore,Family Animation Comedy Adventure,John C. Reilly Sarah Silverman Gal Gadot
Creed II,Dawn Gilliam,Drama,Michael B. Jordan Sylvester Stallone Dolph Lundgren
Green Book,Peter Farrelly,Drama Comedy,Viggo Mortensen Mahershala Ali Linda Cardellini
Robin Hood,Ridley Scott,Adventure,Russell Crowe Cate Blanchett Max von Sydow
Roma,Alfonso Cuarón,Drama,Yalitza Aparicio Marina de Tavira Diego Cortina Autrey
The Favourite,Yorgos Lanthimos,History Drama Comedy,Olivia Colman Emma Stone Rachel Weisz
Mowgli: Legend of the Jungle,Andy Serkis,Adventure Drama,Rohan Chand Christian Bale Andy Serkis
The Possession of Hannah Grace,Diederik Van Rooijen,Horror Drama,Shay Mitchell Grey Damon Stana Katic
Anna and the Apocalypse,John McPhail,Horror Comedy Fantasy,Ella Hunt Sarah Swire Malcolm Cumming
Capernaum,Nadine Labaki,Drama,Zain Al Rafeea Yordanos Shifera Boluwatife Treasure Bankole
Mary Queen of Scots,Alex Oakley,Drama History,Saoirse Ronan Margot Robbie Jack Lowden
Ben Is Back,Peter Hedges,Drama,Julia Roberts Lucas Hedges Courtney B. Vance
Spider-Man: Into the Spider-Verse,Rodney Rothman,Action Adventure Animation Science Fiction Comedy,Shameik Moore Jake Johnson Hailee Steinfeld
Mortal Engines,Carolynne Cunningham,Adventure Science Fiction,Hera Hilmar Robert Sheehan Hugo Weaving
The Mule,Clint Eastwood,Crime Drama Thriller,Clint Eastwood Bradley Cooper Laurence Fishburne
If Beale Street Could Talk,Barry Jenkins,Romance Drama,KiKi Layne Stephan James Regina King
Mary Poppins Returns,Rob Marshall,Fantasy Family Comedy,Emily Blunt Ben Whishaw Emily Mortimer
Aquaman,James Wan,Action Adventure Fantasy,Jason Momoa Amber Heard Willem Dafoe
Bumblebee,Travis Knight,Action Adventure Science Fiction,Hailee Steinfeld John Cena Jorge Lendeborg Jr.
Welcome to Marwen,Robert Zemeckis,Drama Comedy Fantasy,Steve Carell Leslie Mann Merritt Wever
Second Act,Peter Segal,Romance Comedy,Jennifer Lopez Vanessa Hudgens Leah Remini
Cold War,J. Wilder Konschak,Comedy Romance,Michael Blaiklock Rammel Chan Scarlett Harper
Holmes & Watson,Etan Cohen,Mystery Adventure Comedy Crime,Will Ferrell John C. Reilly Rebecca Hall
Vice,Brian A. Miller,Thriller Science Fiction Action Adventure,Ambyr Childers Thomas Jane Bryan Greenberg
